Điểm đến,Tỉnh/Thành phố,Phân loại,Loại thông tin,Nội dung chi tiết
Châu Đốc,An Giang,Miền Nam,Tổng chi phí (3N2Đ/1 người),"Xe từ Cần Thơ–Châu Đốc: 100k-200k; KS: 500k-800k; Ăn: 300k-500k; Tour rừng tràm: 200k; Tổng ≈ 1.5-2.5 triệu (tiết kiệm) → 3-4 triệu (thoải mái)."
Châu Đốc,An Giang,Miền Nam,Gói tour hoặc combo tiết kiệm,"Combo 3N2Đ (ks + tour miếu Bà + rừng tràm): 1.5-2.5 triệu. Tour ngày chợ nổi: 200k. Chi phí sinh hoạt trung bình, dễ tiết kiệm bằng ăn địa phương."
Châu Đốc,An Giang,Miền Nam,Nơi ở,"Khách sạn, homestay, resort sạch sẽ, tiện nghi, gần trung tâm. Đề xuất: Victoria Chau Doc (8.5/10 Booking, view sông, hồ bơi, bữa sáng, wifi, hỗ trợ tour, 1-1.5 triệu). Chau Doc Homestay (8.2/10, giá rẻ, thân thiện, 300k-500k). Riverside Resort (8.0/10, view sông, 500k-700k). Village Homestay (7.8/10, rừng tràm, 400k-600k). Miếu Bà Hotel (8.3/10, gần miếu, 500k-700k)."
Châu Đốc,An Giang,Miền Nam,Phương tiện di chuyển,"Xe khách từ TPHCM: 200k-400k (5h). Từ Cần Thơ: xe buýt (2h, 100k). Giao thông nội địa: Xe máy thuê (150k/ngày), xe ôm (50k-100k/chiều), Grab (10k/km). Thời gian: trung tâm đến Trà Sư 1h, chi phí hợp lý."
Châu Đốc,An Giang,Miền Nam,Ẩm thực,"Đặc sản: Bún cá An Giang, lẩu mắm. Quán ngon: Quán Chợ Nổi (chợ, 50-100k, hợp khẩu vị Nam bộ). Giá hợp lý. An toàn thực phẩm cao, tránh dị ứng hải sản bằng cách hỏi nguyên liệu."
Châu Đốc,An Giang,Miền Nam,Hoạt động và trải nghiệm,"Tham quan: Viếng miếu Bà Chúa Xứ (tâm linh), chợ nổi Châu Đốc (mua sắm), kayak rừng tràm Trà Sư. Độc đáo: Lễ hội Bà Chúa Xứ. Tour ngắn ngày: Rừng tràm 1 ngày (200k), hoạt động trẻ em/gia đình: Chợ nổi, vườn quốc gia."
Châu Đốc,An Giang,Miền Nam,Thông tin và kết nối,"Internet: Wifi mạnh ks/quán (50-100Mbps), sóng 4G tốt. Bản đồ: Google Maps, app du lịch: An Giang Travel, Klook (vé). Không cần visa/hộ chiếu (nội địa). Bảo hiểm du lịch: 200k/3 ngày. Hỗ trợ khẩn cấp: 115, Sở Du lịch An Giang 0296 3822 111."
Châu Đốc,An Giang,Miền Nam,Yếu tố cá nhân,"Ai đi cùng: Gia đình (miếu Bà thiêng liêng), bạn bè (kayak vui vẻ), người yêu (chợ nổi lãng mạn), một mình (thư giãn rừng tràm). Mục đích: Tâm linh, khám phá rừng tràm, đổi gió, chụp ảnh. Trải nghiệm cảm xúc: Thiêng liêng dân dã, thư giãn sông nước, thoải mái, an toàn cao."
Châu Đốc,An Giang,Miền Nam,Thời tiết và khí hậu,"Thời điểm đẹp: Mùa khô 1–4 (25–30°C, ít mưa). Nhiệt độ TB: 25–30°C, độ ẩm cao 80%, nắng gắt hè, mưa đột ngột mùa mưa. Trang phục: Áo thoáng, mũ, kem chống nắng, áo mưa nhỏ, dép lê thuyền. Ảnh hưởng: Kayak ok khô, viếng miếu tránh mưa; kiểm tra dự báo 5-7 ngày qua AccuWeather nếu đi xa."
Cái Bè,Tiền Giang,Miền Nam,Điểm đến,"Chợ nổi Cái Bè (chợ nổi lớn), vườn trái cây Cái Bè, nhà cổ Cai Be, check-in: Vườn trái cây, chợ nổi, sông Tiền, làng nghề kẹo dừa, di tích lịch sử."
Cái Bè,Tiền Giang,Miền Nam,Thời điểm đẹp nhất,"Tháng 1–4: Khô, 25–30°C, trái cây chín. Tránh 5–10 (mưa lũ)."
Cái Bè,Tiền Giang,Miền Nam,Mức độ an toàn,"An ninh tốt. Cẩn thận lũ mùa mưa. An toàn chợ nổi. Cấp cứu: 115 hoặc BV Tiền Giang."
Cái Bè,Tiền Giang,Miền Nam,Tổng chi phí (3N2Đ/1 người),"Xe từ TPHCM–Cái Bè: 100k-200k; KS: 500k-800k; Ăn: 300k-500k; Tour chợ nổi: 200k; Tổng ≈ 1.5-2.5 triệu (tiết kiệm) → 3-4 triệu (thoải mái)."
Cái Bè,Tiền Giang,Miền Nam,Gói tour hoặc combo tiết kiệm,"Combo 3N2Đ (ks + tour chợ nổi + vườn trái cây): 1.5-2.5 triệu. Tour ngày Cái Bè: 200k. Chi phí sinh hoạt trung bình, dễ tiết kiệm bằng ăn địa phương."
Cái Bè,Tiền Giang,Miền Nam,Nơi ở,"Khách sạn, homestay, resort sạch sẽ, tiện nghi, gần chợ nổi. Đề xuất: Mekong Lodge (8.5/10 Booking, vườn trái cây, hồ bơi, bữa sáng, wifi, hỗ trợ tour, 600k-800k). Cai Be Homestay (8.2/10, giá rẻ, thân thiện, 300k-500k). Riverside Resort (8.0/10, view sông, 500k-700k). Village Homestay (7.8/10, chợ nổi, 400k-600k). Song Tien Annex Hotel (8.3/10, hiện đại, 500k-700k)."
Cái Bè,Tiền Giang,Miền Nam,Phương tiện di chuyển,"Xe khách từ TPHCM: 100k-200k (2h). Giao thông nội địa: Xe máy thuê (150k/ngày), xe ôm (50k-100k/chiều), Grab (10k/km). Thời gian: trung tâm đến Cái Bè 30 phút, chi phí hợp lý."
Cái Bè,Tiền Giang,Miền Nam,Ẩm thực,"Đặc sản: Hủ tiếu Cái Bè, trái cây tươi. Quán ngon: Quán Vườn Trái Cây (vườn, 50-100k, hợp khẩu vị Nam bộ). Giá hợp lý. An toàn thực phẩm cao, tránh dị ứng trái cây bằng cách hỏi nguyên liệu."
Cái Bè,Tiền Giang,Miền Nam,Hoạt động và trải nghiệm,"Tham quan: Chợ nổi Cái Bè (mua sắm), hái trái cây Cái Bè, thăm nhà cổ Cai Be (kiến trúc cổ). Độc đáo: Boat ride vườn trái cây, nghe đờn ca tài tử. Tour ngắn ngày: Chợ nổi 1 ngày (200k), hoạt động trẻ em/gia đình: Vườn trái cây, chợ nổi."
Cái Bè,Tiền Giang,Miền Nam,Thông tin và kết nối,"Internet: Wifi mạnh ks/quán (50-100Mbps), sóng 4G tốt. Bản đồ: Google Maps, app du lịch: Tien Giang Travel, Klook (vé). Không cần visa/hộ chiếu (nội địa). Bảo hiểm du lịch: 200k/3 ngày. Hỗ trợ khẩn cấp: 115, Sở Du lịch Tiền Giang 0273 3822 111."
Cái Bè,Tiền Giang,Miền Nam,Yếu tố cá nhân,"Ai đi cùng: Gia đình (vườn trái cây vui vẻ), bạn bè (chợ nổi sôi động), người yêu (boat ride lãng mạn), một mình (thư giãn sông nước). Mục đích: Nghỉ dưỡng Mekong, khám phá văn hóa Nam bộ, đổi gió, chụp ảnh. Trải nghiệm cảm xúc: Vui vẻ dân dã, thư giãn sông nước, thoải mái, an toàn cao."
Cái Bè,Tiền Giang,Miền Nam,Thời tiết và khí hậu,"Thời điểm đẹp: Mùa khô 1–4 (25–30°C, ít mưa). Nhiệt độ TB: 25–30°C, độ ẩm cao 80%, nắng gắt hè, mưa đột ngột mùa mưa. Trang phục: Áo thoáng, mũ, kem chống nắng, áo mưa nhỏ, dép lê thuyền. Ảnh hưởng: Hái trái cây ok khô, boat ride tránh mưa; kiểm tra dự báo 5-7 ngày qua AccuWeather nếu đi xa."
Đà Nẵng,Đà Nẵng,Miền Trung,Điểm đến,"Thành phố biển hiện đại với Cầu Rồng phun lửa/nước cuối tuần, Bán đảo Sơn Trà (núi khỉ, chùa Linh Ứng với tượng Phật cao 67m), Bà Nà Hills (công viên giải trí kiểu châu Âu, Cầu Vàng tay Phật khổng lồ), bãi biển Mỹ Khê (bãi biển đẹp nhất Việt Nam, cát trắng mịn, sóng nhẹ), Ngũ Hành Sơn (núi đá Marble Mountains với hang động, chùa chiền, làng nghề đá Non Nước), chợ Hàn (mua sắm hải sản khô, đồ lưu niệm), ẩm thực đường phố phong phú, check-in: Cầu Vàng, Sun World Ba Na Hills (cáp treo dài nhất thế giới), chợ đêm Helio, Dragon Bridge, Cham Museum (bảo tàng Chăm lớn nhất), Son Tra Peninsula (rừng quốc gia, khỉ hoang dã)."
Đà Nẵng,Đà Nẵng,Miền Trung,Thời điểm đẹp nhất,"Tháng 4–6 & 9–11: nắng đẹp, biển xanh ngọc, 25–30°C, ít mưa, lý tưởng du thuyền và khám phá. Tránh 6–8 (bão, sóng lớn), mùa đông 12–2: lạnh 15–20°C, sương mù, ít hoạt động ngoài trời, nhưng ít khách hơn."
Đà Nẵng,Đà Nẵng,Miền Trung,Mức độ an toàn,"An ninh cao ở khu du lịch, thành phố sạch sẽ, ít tội phạm. Cẩn thận trộm cắp ở bãi biển và chợ đông đúc. Bão mùa hè: theo dõi VTV hoặc app Windy, tránh đi nếu cảnh báo. Nước biển sạch đạt chuẩn tắm, có cứu hộ. Không dịch bệnh đặc biệt, nhưng mang thuốc cảm cúm nếu lạnh đột ngột. Cấp cứu: 115 hoặc BV Đà Nẵng (trung tâm thành phố)."
Đà Nẵng,Đà Nẵng,Miền Trung,Tổng chi phí (3N2Đ/1 người),"Vé máy bay khứ hồi HN/TPHCM–ĐN: 1.5-2 triệu; Khách sạn 3 sao (view biển): 800k-1.2 triệu; Ăn uống (hải sản, đặc sản): 600k-800k; Vé Bà Nà Hills (cáp treo + công viên): 900k-1.2 triệu; Thuê xe máy: 200k-300k; Vé Marble Mountains: 40k; Tổng ≈ 3.5-5 triệu (tiết kiệm, homestay) → 7-9 triệu (thoải mái, resort cao cấp và ăn hải sản sang)."
Đà Nẵng,Đà Nẵng,Miền Trung,Gói tour hoặc combo tiết kiệm,"Combo 3N2Đ (bay + ks 3* + Bà Nà + Mỹ Khê + tour thành phố): 2.5–3.5 triệu/người (Vietravel, Klook). Tour ngày Bà Nà Hills (cáp treo + ăn trưa): 1.2-1.5 triệu. Gói budget: xe khách + homestay + tự khám phá: dưới 2.5 triệu. Tỷ giá không áp dụng, chi phí sinh hoạt trung bình, dễ tiết kiệm."
Đà Nẵng,Đà Nẵng,Miền Trung,Nơi ở,"Khách sạn, homestay, resort: 1. Furama Resort (bãi biển Mỹ Khê) – 9.0/10 Booking, sạch sẽ, hồ bơi vô cực, spa, bữa sáng buffet, wifi mạnh, gần trung tâm, 1.5-2 triệu. 2. Wyndham Danang (view vịnh) – 8.7/10, tiện nghi hiện đại, bữa sáng, hồ bơi, dịch vụ hỗ trợ tour, 1-1.5 triệu. 3. Nice Dream Hotel (trung tâm) – 8.5/10, giá rẻ, sạch sẽ, wifi, bữa sáng đơn giản, gần chợ Hàn, 400k-600k. 4. Romeo & Juliet Resort (bãi biển) – 8.2/10, hồ bơi, gần Marble Mountains, hỗ trợ thuê xe, 500k-700k. 5. Canary Boutique Hotel – 8.0/10, budget, sạch sẽ, wifi, gần cầu Rồng, 300k-400k."
Đà Nẵng,Đà Nẵng,Miền Trung,Phương tiện di chuyển,"Máy bay (Nội Bài/TSN → Đà Nẵng, 1.5-2 triệu khứ hồi, các hãng Vietnam Airlines, Vietjet). Xe khách (10-12h từ HN, 500k-700k). Tàu hỏa (15h từ HN, 800k-1 triệu). Từ sân bay Đà Nẵng về trung tâm: taxi/Grab 100k-200k (20 phút). Giao thông nội địa: Thuê xe máy: 150k-200k/ngày (dễ đi lại, khám phá Sơn Trà). Grab: 10k-15k/km, tiện lợi. Xe bus: 20k/lượt (tuyến sân bay-trung tâm). Xe điện Bà Nà: 900k vé khứ hồi (cáp treo). Thời gian di chuyển: trung tâm đến Bà Nà 1h, đến Marble Mountains 30 phút, chi phí hợp lý (Grab rẻ hơn taxi)."
Đà Nẵng,Đà Nẵng,Miền Trung,Ẩm thực,"Đặc sản: Mi Quang (mì turmeric với tôm/thịt), Banh Trang Cuon Thit Heo (thịt heo cuốn bánh tráng), hải sản tươi (tôm hùm nướng, mực một nắng). Quán ngon: Bà Mua (Mi Quang, 52 Hoàng Hoa Thám, 50k-100k), Sen Á Đông (buffet hải sản, 1 Hạ Long, 200k-400k). Giá hợp lý. An toàn thực phẩm cao ở quán uy tín, tránh dị ứng hải sản bằng cách hỏi nguyên liệu, chọn hải sản sống."
Đà Nẵng,Đà Nẵng,Miền Trung,Hoạt động và trải nghiệm,"Tham quan: Cầu Rồng phun lửa (tối T7/CN), leo Marble Mountains (hang động, view), tắm biển Mỹ Khê (nước sạch, sóng nhẹ). Tắm biển, leo núi Sơn Trà (trekking khỉ hoang dã), chụp ảnh Cầu Vàng, khám phá văn hóa Chăm (bảo tàng), lễ hội pháo hoa (tháng 6), shopping chợ Hàn. Trải nghiệm độc đáo: Cáp treo Bà Nà dài nhất thế giới, kayak vịnh, food tour đường phố. Tour ngắn ngày: Bà Nà 1 ngày (900k), hoạt động trẻ em/gia đình: Sun World công viên nước, thủy cung."
Đà Nẵng,Đà Nẵng,Miền Trung,Thông tin và kết nối,"Internet: Wifi mạnh khắp ks/quán (50-100Mbps), sóng 4G/5G phủ sóng tốt (Viettel tốt nhất). Bản đồ: Google Maps, app du lịch: Danang Travel (tour), Klook (vé). Không cần visa/hộ chiếu (nội địa). Bảo hiểm du lịch: 200k/3 ngày. Hỗ trợ khẩn cấp: 115 (cấp cứu), Sở Du lịch Đà Nẵng 0236 3550 111."
Đà Nẵng,Đà Nẵng,Miền Trung,Yếu tố cá nhân,"Ai đi cùng: Gia đình (công viên, biển an toàn), bạn bè (water sports), người yêu (Cầu Vàng lãng mạn), một mình (thư giãn beach). Mục đích: Nghỉ dưỡng biển, khám phá hiện đại, đổi gió từ thành phố, chụp ảnh icon, học văn hóa Chăm. Trải nghiệm cảm xúc: Vui vẻ với lễ hội, thư giãn bên biển, thoải mái di chuyển, an toàn cao cho mọi lứa tuổi."
Đà Nẵng,Đà Nẵng,Miền Trung,Thời tiết và khí hậu,"Thời điểm đẹp: Mùa khô 4–6 (nắng ấm, hoa nở), tránh mùa mưa bão 10–12 (mưa lớn, lũ). Nhiệt độ TB: 25–30°C, độ ẩm cao 80%, nắng gắt hè, mưa đột ngột. Trang phục: Đồ bơi, kem chống nắng SPF50, áo khoác mỏng tối, dép lê biển, giày thể thao leo núi. Ảnh hưởng: Tắm biển ok mùa khô, trekking Marble Mountains tránh mưa trơn, tham quan ngoài trời tốt nắng đẹp; kiểm tra dự báo 5-7 ngày trước qua AccuWeather."
Hội An,Quảng Nam,Miền Trung,Điểm đến,"Phố cổ UNESCO với đèn lồng rực rỡ, sông Hoài thơ mộng, làng gốm Thanh Hà (làm gốm thủ công), Cù Lao Chàm (biển đảo sinh thái, lặn san hô), mũi Đại Lãnh (bãi biển hoang sơ), ẩm thực cao lầu đặc trưng, check-in: Chùa Cầu (cầu Nhật Bản 400 năm), nhà cổ Tấn Ký (kiến trúc cổ), Phúc Kiến Hội Quán (hội quán Trung Hoa), An Bang Beach (bãi biển đẹp), Tra Que vegetable village (làng rau hữu cơ), My Son Sanctuary (di tích Chăm cổ)."
Hội An,Quảng Nam,Miền Trung,Thời điểm đẹp nhất,"Tháng 2–8: Khô ráo, 25–30°C, lý tưởng thả đèn lồng và lễ hội. Tránh 9–12 (mưa lũ, ngập phố cổ), mùa đông 1–2 lạnh nhưng ít khách, hoa nở."
Hội An,Quảng Nam,Miền Trung,Mức độ an toàn,"An ninh tốt, dân thân thiện, ít tội phạm. Cẩn thận lũ mùa mưa (theo dõi VTV, tránh đi bộ ngập). Biển an toàn với cứu hộ, không dịch bệnh. Cấp cứu: 115 hoặc BV Hội An."
Hội An,Quảng Nam,Miền Trung,Tổng chi phí (3N2Đ/1 người),"Xe từ Đà Nẵng–Hội An: 100k-200k; KS boutique: 1-1.5 triệu; Ăn: 600k-800k; Vé phố cổ: 150k; Tour Cù Lao Chàm: 500k; Tổng ≈ 2.5-4 triệu (tiết kiệm) → 5-6 triệu (sang)."
Hội An,Quảng Nam,Miền Trung,Gói tour hoặc combo tiết kiệm,"Combo 3N2Đ (ks + tour Cù Lao Chàm + phố cổ + cooking class): 2-3 triệu (Klook). Tour ngày My Son: 500k. Chi phí sinh hoạt trung bình, dễ tiết kiệm bằng ăn địa phương."
Hội An,Quảng Nam,Miền Trung,Nơi ở,"Khách sạn, homestay, resort: 1. Anantara Hoi An Resort (sông Hoài) – 9.0/10, view sông, hồ bơi, spa, bữa sáng, 1.5-2 triệu. 2. Rosa Alba Resort – 8.5/10, gần biển, bữa sáng, 1-1.2 triệu. 3. Hoang Trinh Hotel – 8.2/10, trung tâm cổ trấn, wifi, 400k-600k. 4. Lantana Boutique – 8.0/10, giá rẻ, sạch sẽ, 300k-500k. 5. Homestay phố cổ – 7.8/10, gia đình, bữa sáng, 250k-400k."
Hội An,Quảng Nam,Miền Trung,Phương tiện di chuyển,"Máy bay → Đà Nẵng + xe (30km, 100k-200k, 45 phút). Xe khách từ HN: 1 triệu (20h). Tàu hỏa đến Đà Nẵng + bus. Giao thông nội địa: Thuê xe đạp: 50k/ngày (dạo phố cổ). Xe máy: 120k-150k. Đi bộ trung tâm miễn phí. Thời gian: phố cổ đến Cù Lao Chàm 1h thuyền, chi phí rẻ."
Hội An,Quảng Nam,Miền Trung,Ẩm thực,"Đặc sản: Cao Lầu (mì dai với thịt xá xíu), Mi Quang (mì turmeric), White Rose (bánh cuốn tôm). Quán ngon: Madam Khanh (banh mi, 74 Trần Hưng Đạo, 30k-50k). Giá hợp lý. An toàn thực phẩm cao ở quán uy tín, tránh dị ứng tôm bằng cách hỏi nguyên liệu."
Hội An,Quảng Nam,Miền Trung,Hoạt động và trải nghiệm,"Tham quan: Phố cổ ban đêm (đèn lồng), thả đèn sông Hoài (lễ hội hàng tháng). Tắm biển An Bang, lặn san hô Cù Lao Chàm, chụp ảnh Chùa Cầu, khám phá văn hóa Chăm My Son, lễ hội đèn lồng, shopping may đo. Trải nghiệm độc đáo: Làm đèn lồng workshop, cooking class cao lầu. Tour ngắn ngày: Cù Lao Chàm (500k), hoạt động trẻ em/gia đình: Làng gốm, basket boat tour."
Hội An,Quảng Nam,Miền Trung,Thông tin và kết nối,"Internet: Wifi mạnh ks/quán (50Mbps+), sóng 4G tốt. Bản đồ: Google Maps, app: Hoi An Travel. Không visa. Bảo hiểm: 200k. Hỗ trợ: Sở Du lịch Quảng Nam 0251 3861 881."
Hội An,Quảng Nam,Miền Trung,Yếu tố cá nhân,"Ai đi cùng: Người yêu (lãng mạn đèn lồng), gia đình (lễ hội vui), bạn bè (cooking class), một mình (thư giãn biển). Mục đích: Nghỉ dưỡng cổ trấn, khám phá văn hóa, đổi gió, chụp ảnh đèn lồng, học may đo. Trải nghiệm cảm xúc: Lãng mạn ban đêm, thư giãn biển, thoải mái đi bộ, an toàn cao."
Hội An,Quảng Nam,Miền Trung,Thời tiết và khí hậu,"Thời điểm đẹp: Mùa khô 2–8 (25–30°C, hoa nở, ít mưa). Nhiệt độ TB: 25–30°C, độ ẩm cao 80%, mưa lớn 9–12. Trang phục: Áo thoáng, mũ, kem chống nắng, áo mưa mùa mưa, giày thoải mái dạo phố. Ảnh hưởng: Tắm biển ok khô, thả đèn tránh mưa; kiểm tra dự báo 5-7 ngày qua AccuWeather."
Huế,Thừa Thiên Huế,Miền Trung,Điểm đến,"Cố đô UNESCO với Đại Nội (cung điện hoàng gia, Forbidden Purple City), lăng Khải Định (lăng mộ nghệ thuật), sông Hương (thơ mộng), cầu Tràng Tiền (cầu sắt cổ), mũi Đại Lãnh (biển), ẩm thực bún bò đặc trưng, check-in: Chùa Thiên Mụ (tháp 7 tầng), lăng Minh Mạng (kiến trúc phong thủy), lăng Tự Đức (hồ sen), Hue Citadel (tường thành cổ), Dong Ba Market (chợ truyền thống)."
Huế,Thừa Thiên Huế,Miền Trung,Thời điểm đẹp nhất,"Tháng 3–8: Khô, 25–32°C, lý tưởng khám phá di tích. Tránh 9–11 (mưa lũ, ngập), mùa đông 12–2 lạnh nhưng hoa nở."
Huế,Thừa Thiên Huế,Miền Trung,Mức độ an toàn,"An ninh tốt, di tích an toàn. Cẩn thận lũ mùa mưa (theo dõi VTV). Không dịch bệnh. Cấp cứu: 115 hoặc BV Huế."
Huế,Thừa Thiên Huế,Miền Trung,Tổng chi phí (3N2Đ/1 người),"Máy bay khứ hồi: 1-2 triệu; KS: 800k-1.2 triệu; Ăn: 500k-700k; Vé Đại Nội: 200k; Boat sông Hương: 150k; Tổng ≈ 3-5 triệu (tiết kiệm) → 6 triệu (sang)."
Huế,Thừa Thiên Huế,Miền Trung,Gói tour hoặc combo tiết kiệm,"Tour 3N2Đ (ks + Đại Nội + sông Hương + ca Huế): 2.5-3.5 triệu (Vietravel). Chi phí sinh hoạt trung bình, dễ tiết kiệm bằng ăn địa phương."
Huế,Thừa Thiên Huế,Miền Trung,Nơi ở,"Khách sạn, homestay, resort: 1. Azerai La Residence (sông Hương) – 9.0/10, view sông, spa, bữa sáng, 1.5-2 triệu. 2. Huong Giang Resort – 8.5/10, hồ bơi, 800k-1 triệu. 3. Sunriver Boutique – 8.2/10, trung tâm, 400k-600k. 4. Hue Lotus Hotel – 8.0/10, sạch sẽ, 300k-500k. 5. Homestay Huế – 7.8/10, gia đình, 250k-400k."
